Año y periodo	Identificador Estudiante	Programa de estudio	Fecha Nacimiento	Sexo	Ciudad Nacimiento	Dpto Nacimiento	Fecha de Grado	Id colegio	Colegio	Ciudad de colegio	Fecha presentión ICFES	Biología	Química	Física	Matemáticas	Filosofía	Historia	Lenguaje	Sociales	Idioma	Interdiciplinar
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC															
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC															
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC															
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC															
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC															
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC															
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC															
2014-1	1	Programa A	07/02/1980	MASCULINO	Bogota	BOGOTA DC	NO	999999	Validación ICFES	BOGOTÁ D.C.	1999-2	43	50	50	53	50	50	51	50	51	51
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO															
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO															
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO															
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO															
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO															
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO															
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO															
2014-1	2	Programa A	01/07/1995	MASCULINO	QUIBDO	CHOCO	NO	999999	Validación ICFES	BOGOTÁ D.C.	2013-2	47	59	59	59	43	53	62	53	51	6
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	3	Programa A	10/03/1996	FEMENINO	Bogota	BOGOTA DC	NO	311848000588	COLEGIO DEL SANTO ANGEL	BOGOTÁ D.C.	2013-2	43	56	59	52	58	51	58	51	60	45
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-1	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0															
2014-2	4	Programa A	19/03/1996	FEMENINO	0	0	NO	311279000426	COLEGIO SANTA TERESA DE JESUS	BOGOTÁ D.C.	2013-2	37	46	59	52	32	51	54	51	59	45
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	5	Programa A	28/07/1996	FEMENINO	Bogota	BOGOTA DC	NO	311001004706	COLEGIO DEL SAGRADO CORAZON DE JESUS BET	BOGOTÁ D.C.	2013-2	55	54	53	68	47	63	60	63	83	59
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-1	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0															
2014-2	6	Programa A	29/08/1996	FEMENINO	0	0	NO	185162000241	ESCUELA NORMAL SUPERIOR	MONTERREY	2012-2	46	50	43	42	34	40	48	40	52	55
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	7	Programa A	19/11/1996	FEMENINO	Bogota	BOGOTA DC	NO	311769000823	COLEGIO HISPANOAMERICANO CONDE ANSUREZ	BOGOTÁ D.C.	2013-2	48	55	50	49	42	53	52	53	71	6
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-1	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2014-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2015-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2015-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2015-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA															
2015-2	8	Programa A	23/04/1996	FEMENINO	BOGOTA D.E.(CUNDINAM	CUNDINAMARCA	NO	311001017557	COLEGIO DE NUESTRA SEÑORA DE LA PRESENTA	BOGOTÁ D.C.	2013-2	48	45	50	37	36	43	50	43	43	5
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-1	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS															
2014-2	9	Programa A	02/06/1997	MASCULINO	MANIZALES	CALDAS	NO	311001034869	GIMNASIO LA SABANA	BOGOTÁ D.C.	2013-2	47	50	40	55	39	43	32	43	47	5
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0															
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0															
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0															
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0															
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0															
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0															
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0															
2014-2	10	Programa A	07/07/1996	MASCULINO	0	0	NO	311001107599	COLEGIO RETOS Y RETOS	BOGOTÁ D.C.	2013-2	55	45	53	55	56	56	58	56	63	6
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	11	Programa A	27/10/1996	FEMENINO	Bogota	BOGOTA DC	NO	325473000209	COLEGIO SAGRADOS CORAZONES	MOSQUERA	2013-2	45	54	37	52	46	47	54	47	53	50
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2015-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2015-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2015-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2015-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2015-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2015-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC															
2015-1	12	Programa A	12/12/1996	FEMENINO	Bogota	BOGOTA DC	NO	311001001022	COLEGIO DEL ROSARIO DE SANTO DOMINGO	BOGOTÁ D.C.	2013-2	49	59	40	60	52	59	62	59	58	5
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA															
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA															
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA															
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA															
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA															
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA															
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA															
2014-1	13	Programa A	30/05/1997	FEMENINO	DUITAMA	BOYACA	NO	415491000291	CENTRO EDUCATIVO SUAZAPAWA DE NOBSA	NOBSA	2013-2	51	62	44	71	56	63	56	63	71	5
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-1	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC															
2014-2	14	Programa A	24/08/1994	MASCULINO	Bogota	BOGOTA DC	NO	311001004528	LICEO DE CERVANTES EL RETIRO	BOGOTÁ D.C.	2013-2	51	56	44	57	40	63	45	63	51	52
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0															
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0															
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0															
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0															
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0															
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0															
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0															
2014-1	15	Programa A	17/07/1994	MASCULINO	0	0	NO	311001104476	GRUPO EDUCATIVO BACATA	BOGOTÁ D.C.	2013-2	48	57	53	52	40	49	45	49	45	55
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-1	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC															
2014-2	16	Programa A	23/06/1996	FEMENINO	Bogota	BOGOTA DC	NO	325769000379	COLEGIO EUCARISTICO CAMPESTRE	SUBACHOQUE	2013-2	46	39	53	46	51	39	42	39	53	5
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2014-2	17	Programa A	27/01/1997	MASCULINO	0	0															
2015-1	17	Programa A	27/01/1997	MASCULINO	0	0															
2015-1	17	Programa A	27/01/1997	MASCULINO	0	0															
2015-1	17	Programa A	27/01/1997	MASCULINO	0	0															
2015-1	17	Programa A	27/01/1997	MASCULINO	0	0															
2015-1	17	Programa A	27/01/1997	MASCULINO	0	0															
2015-1	17	Programa A	27/01/1997	MASCULINO	0	0															
2015-1	17	Programa A	27/01/1997	MASCULINO	0	0	NO	313001005705	COLEGIO INTERNACIONAL DE CARTAGENA	CARTAGENA	2013-2	68	70	74	83	66	76	60	76	83	72
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0															
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0															
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0															
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0															
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0															
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0															
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0															
2014-2	18	Programa A	29/03/1997	MASCULINO	0	0	NO	425175001051	COLEGIO MONTEMOREL LTDA	CHIA	2013-2	45	50	50	43	40	53	52	53	54	54
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC															
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC															
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC															
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC															
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC															
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC															
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC															
2014-1	19	Programa A	22/01/1995	FEMENINO	Bogota	BOGOTA DC	NO	425175032674	COLEGIO ROCHESTER	BOGOTÁ D.C.	2013-1	49	41	39	48	53	47	52	47	77	51
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0															
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0															
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0															
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0															
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0															
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0															
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0															
2014-2	20	Programa A	09/02/1995	MASCULINO	0	0	NO	311001107599	COLEGIO RETOS Y RETOS	BOGOTÁ D.C.	2013-2	57	46	59	47	55	52	65	52	68	60
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2014-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2015-2	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2016-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC															
2017-1	21	Programa A	24/02/1995	MASCULINO	BOGOTA	BOGOTA DC	NO	311848001118	GIMNASIO LOS ANDES	BOGOTÁ D.C.	2013-2	47	43	53	43	50	53	50	53	59	45
2014-1	22	Programa A	17/05/1995	MASCULINO	0	0															
2014-1	22	Programa A	17/05/1995	MASCULINO	0	0															
2014-1	22	Programa A	17/05/1995	MASCULINO	0	0															
2014-1	22	Programa A	17/05/1995	MASCULINO	0	0															
2014-1	22	Programa A	17/05/1995	MASCULINO	0	0															
